 भू (सत्तायाम्, भ्वादिगण, परस्मै, लट्) \n भवति भवतः भवन्ति \n भवसि भवथः भवथ \n भवामि भवावः भवामः 
 खडि (भेदने, चुरादिगण, आत्मने, लिट्) \n खण्डयाञ्चक्रे खण्डयाञ्चक्राते खण्डयाञ्चक्रिरे \n खण्डयाञ्चकृषे खण्डयाञ्चक्राथे खण्डयाञ्चकृढ्वे \n खण्डयाञ्चक्रे खण्डयाञ्चकृवहे खण्डयाञ्चकृमहे 
 खडि (भेदने, चुरादिगण, आत्मने, लुट्) \n खण्डयिता खण्डयितारौ खण्डयितारः \n खण्डयितासे खण्डयितासाथे खण्डयिताध्वे \n खण्डयिताहे खण्डयितास्वहे खण्डयितास्महे 
 खडि (भेदने, चुरादिगण, आत्मने, ऌट्) \n खण्डयिष्यते खण्डयिष्येते खण्डयिष्यन्ते \n खण्डयिष्यसे खण्डयिष्येथे खण्डयिष्यध्वे \n खण्डयिष्ये खण्डयिष्यावहे खण्डयिष्यामहे 
 खडि (भेदने, चुरादिगण, आत्मने, आशीर्लिङ्) \n खण्डयिषीष्ट खण्डयिषीयास्ताम् खण्डयिषीरन् \n खण्डयिषीष्ठाः खण्डयिषीयास्थाम् खण्डयिषीध्वम् \n खण्डयिषीय खण्डयिषीवहि खण्डयिषीमहि 
 खडि (भेदने, चुरादिगण, आत्मने, लुङ्) \n अचखण्डत अचखण्डेताम् अचखण्डन्त \n अचखण्डथाः अचखण्डेथाम् अचखण्डध्वम् \n अचखण्डे अचखण्डावहि अचखण्डामहि 
 खडि (भेदने, चुरादिगण, आत्मने, ॡङ्) \n अखण्डयिष्यत अखण्डयिष्येताम् अखण्डयिष्यन्त \n अखण्डयिष्यथाः अखण्डयिष्येथाम् अखण्डयिष्यध्वम् \n अखण्डयिष्ये अखण्डयिष्यावहि अखण्डयिष्यामहि 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, लट्) \n अर्थयते अर्थयेते अर्थयन्ते \n अर्थयसे अर्थयेथे अर्थयध्वे \n अर्थये अर्थयावहे अर्थयामहे 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, लोट्) \n अर्थयताम् अर्थयेताम् अर्थयन्ताम् \n अर्थयस्व अर्थयेथाम् अर्थयध्वम् \n अर्थयै अर्थयावहै अर्थयामहै 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, लङ्) \n आर्थयत आर्थयेताम् आर्थयन्त \n आर्थयथाः आर्थयेथाम् आर्थयध्वम् \n आर्थये आर्थयावहि आर्थयामहि 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, विधिलिङ्) \n अर्थयेत अर्थयेताम् अर्थयेरन् \n अर्थयेथाः अर्थयेथाम् अर्थयेध्वम् \n अर्थयेय अर्थयेवहि अर्थयेमहि 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, लिट्) \n अर्थयाञ्चक्रे अर्थयाञ्चक्राते अर्थयाञ्चक्रिरे \n अर्थयाञ्चकृषे अर्थयाञ्चक्राथे अर्थयाञ्चकृढ्वे \n अर्थयाञ्चक्रे अर्थयाञ्चकृवहे अर्थयाञ्चकृमहे 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, लुट्) \n अर्थयिता अर्थयितारौ अर्थयितारः \n अर्थयितासे अर्थयितासाथे अर्थयिताध्वे \n अर्थयिताहे अर्थयितास्वहे अर्थयितास्महे 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, ऌट्) \n अर्थयिष्यते अर्थयिष्येते अर्थयिष्यन्ते \n अर्थयिष्यसे अर्थयिष्येथे अर्थयिष्यध्वे \n अर्थयिष्ये अर्थयिष्यावहे अर्थयिष्यामहे 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, आशीर्लिङ्) \n अर्थयिषीष्ट अर्थयिषीयास्ताम् अर्थयिषीरन् \n अर्थयिषीष्ठाः अर्थयिषीयास्थाम् अर्थयिषीध्वम् \n अर्थयिषीय अर्थयिषीवहि अर्थयिषीमहि 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, लुङ्) \n आर्तथत आर्तथेताम् आर्तथन्त \n आर्तथथाः आर्तथेथाम् आर्तथध्वम् \n आर्तथे आर्तथावहि आर्तथामहि 
 अर्थ (उपयाच्ञायाम्, चुरादिगण, आत्मने, ॡङ्) \n आर्थयिष्यत आर्थयिष्येताम् आर्थयिष्यन्त \n आर्थयिष्यथाः आर्थयिष्येथाम् आर्थयिष्यध्वम् \n आर्थयिष्ये आर्थयिष्यावहि आर्थयिष्यामहि 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, लट्) \n तर्कयति तर्कयतः तर्कयन्ति \n तर्कयसि तर्कयथः तर्कयथ \n तर्कयामि तर्कयावः तर्कयामः 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, लोट्) \n तर्कयतु तर्कयताम् तर्कयन्तु \n तर्कय तर्कयतम् तर्कयत \n तर्कयानि तर्कयाव तर्कयाम 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, लङ्) \n अतर्कयत् अतर्कयताम् अतर्कयन् \n अतर्कयः अतर्कयतम् अतर्कयत \n अतर्कयम् अतर्कयाव अतर्कयाम 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, विधिलिङ्) \n तर्कयेत् तर्कयेताम् तर्कयेयुः \n तर्कयेः तर्कयेतम् तर्कयेत \n तर्कयेयम् तर्कयेव तर्कयेम 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, लिट्) \n तर्कयाञ्चकार तर्कयाञ्चक्रतुः तर्कयाञ्चक्रुः \n तर्कयाञ्चकर्थ तर्कयाञ्चक्रथुः तर्कयाञ्चक्र \n तर्कयाञ्चकार तर्कयाञ्चकृव तर्कयाञ्चकृम 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, लुट्) \n तर्कयिता तर्कयितारौ तर्कयितारः \n तर्कयितासि तर्कयितास्थः तर्कयितास्थ \n तर्कयितास्मि तर्कयितास्वः तर्कयितास्मः 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, ऌट्) \n तर्कयिष्यति तर्कयिष्यतः तर्कयिष्यन्ति \n तर्कयिष्यसि तर्कयिष्यथः तर्कयिष्यथ \n तर्कयिष्यामि तर्कयिष्यावः तर्कयिष्यामः 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, आशीर्लिङ्) \n तर्क्यात् तर्क्यास्ताम् तर्क्यासुः \n तर्क्याः तर्क्यास्तम् तर्क्यास्त \n तर्क्यासम् तर्क्यास्व तर्क्यास्म 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, लुङ्) \n अततर्कत् अततर्कताम् अततर्कन् \n अततर्कः अततर्कतम् अततर्कत \n अततर्कम् अततर्काव अततर्काम 
 तर्क (भाषायाम्, चुरादिगण, परस्मै, ॡङ्) \n अतर्कयिष्यत् अतर्कयिष्यताम् अतर्कयिष्यन् \n अतर्कयिष्यः अतर्कयिष्यतम् अतर्कयिष्यत \n अतर्कयिष्यम् अतर्कयिष्याव अतर्कयिष्याम 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, लट्) \n तर्कयते तर्कयेते तर्कयन्ते \n तर्कयसे तर्कयेथे तर्कयध्वे \n तर्कये तर्कयावहे तर्कयामहे 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, लोट्) \n तर्कयताम् तर्कयेताम् तर्कयन्ताम् \n तर्कयस्व तर्कयेथाम् तर्कयध्वम् \n तर्कयै तर्कयावहै तर्कयामहै 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, लङ्) \n अतर्कयत अतर्कयेताम् अतर्कयन्त \n अतर्कयथाः अतर्कयेथाम् अतर्कयध्वम् \n अतर्कये अतर्कयावहि अतर्कयामहि 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, विधिलिङ्) \n तर्कयेत तर्कयेयाताम् तर्कयेरन् \n तर्कयेथाः तर्कयेयाथाम् तर्कयेध्वम् \n तर्कयेय तर्कयेवहि तर्कयेमहि 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, लिट्) \n तर्कयाञ्चक्रे तर्कयाञ्चक्राते तर्कयाञ्चक्रिरे \n तर्कयाञ्चकृषे तर्कयाञ्चक्राथे तर्कयाञ्चकृढ्वे \n तर्कयाञ्चक्रे तर्कयाञ्चकृवहे तर्कयाञ्चकृमहे 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, लुट्) \n तर्कयिता तर्कयितारौ तर्कयितारः \n तर्कयितासे तर्कयितासाथे तर्कयिताध्वे \n तर्कयिताहे तर्कयितास्वहे तर्कयितास्महे 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, ऌट्) \n तर्कयिष्यते तर्कयिष्येते तर्कयिष्यन्ते \n तर्कयिष्यसे तर्कयिष्येथे तर्कयिष्यध्वे \n तर्कयिष्ये तर्कयिष्यावहे तर्कयिष्यामहे 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, आशीर्लिङ्) \n तर्कयिषीष्ट तर्कयिषीयास्ताम् तर्कयिषीरन् \n तर्कयिषीष्ठाः तर्कयिषीयास्थाम् तर्कयिषीध्वम् \n तर्कयिषीय तर्कयिषीवहि तर्कयिषीमहि 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, लुङ्) \n अततर्कत अततर्केताम् अततर्कन्त \n अततर्कथाः अततर्केथाम् अततर्कध्वम् \n अततर्के अततर्कावहि अततर्कामहि 
 तर्क (भाषायाम्, चुरादिगण, आत्मने, ॡङ्) \n अतर्कयिष्यत अतर्कयिष्येताम् अतर्कयिष्यन्त \n अतर्कयिष्यथाः अतर्कयिष्येथाम् अतर्कयिष्यध्वम् \n अतर्कयिष्ये अतर्कयिष्यावहि अतर्कयिष्यामहि 
 निवास (आच्छादने, चुरादिगण, परस्मै, लट्) \n निवासयति निवासयतः निवासयन्ति \n निवासयसि निवासयथः निवासयथ \n निवासयामि निवासयावः निवासयामः 
 निवास (आच्छादने, चुरादिगण, परस्मै, लोट्) \n निवासयतु निवासयताम् निवासयन्तु \n निवासय निवासयतम् निवासयत \n निवासयानि निवासयाव निवासयाम 
 निवास (आच्छादने, चुरादिगण, परस्मै, लङ्) \n अनिवासयत् अनिवासयताम् अनिवासयन् \n अनिवासयः अनिवासयतम् अनिवासयत \n अनिवासयम् अनिवासयाव अनिवासयाम 
 निवास (आच्छादने, चुरादिगण, परस्मै, विधिलिङ्) \n निवासयेत् निवासयेताम् निवासयेयुः \n निवासयेः निवासयेतम् निवासयेत \n निवासयेयम् निवासयेव निवासयेम 
 निवास (आच्छादने, चुरादिगण, परस्मै, लिट्) \n निवासयाञ्चकार निवासयाञ्चक्रतुः निवासयाञ्चक्रुः \n निवासयाञ्चकर्थ निवासयाञ्चक्रथुः निवासयाञ्चक्र \n निवासयाञ्चकार निवासयाञ्चकृव निवासयाञ्चकृम 
 निवास (आच्छादने, चुरादिगण, परस्मै, लुट्) \n निवासयिता निवासयितारौ निवासयितारः \n निवासयितासि निवासयितास्थः निवासयितास्थ \n निवासयितास्मि निवासयितास्वः निवासयितास्मः 
 निवास (आच्छादने, चुरादिगण, परस्मै, ऌट्) \n निवासयिष्यति निवासयिष्यतः निवासयिष्यन्ति \n निवासयिष्यसि निवासयिष्यथः निवासयिष्यथ \n निवासयिष्यामि निवासयिष्यावः निवासयिष्यामः 
 निवास (आच्छादने, चुरादिगण, परस्मै, आशीर्लिङ्) \n निवास्यात् निवास्यास्ताम् निवास्यासुः \n निवास्याः निवास्यास्तम् निवास्यास्त \n निवास्यासम् निवास्यास्व निवास्यास्म 
 निवास (आच्छादने, चुरादिगण, परस्मै, लुङ्) \n अनिनिवासत् अनिनिवासताम् अनिनिवासन् \n अनिनिवासः अनिनिवासतम् अनिनिवासत \n अनिनिवासम् अनिनिवासाव अनिनिवासाम 
 निवास (आच्छादने, चुरादिगण, परस्मै, ॡङ्) \n अनिवासयिष्यत् अनिवासयिष्यताम् अनिवासयिष्यन् \n अनिवासयिष्यः अनिवासयिष्यतम् अनिवासयिष्यत \n अनिवासयिष्यम् अनिवासयिष्याव अनिवासयिष्याम 
 निवास (आच्छादने, चुरादिगण, आत्मने, लट्) \n निवासयते निवासयेते निवासयन्ते \n निवासयसे निवासयेथे निवासयध्वे \n निवासये निवासयावहे निवासयामहे 
 निवास (आच्छादने, चुरादिगण, आत्मने, लोट्) \n निवासयताम् निवासयेताम् निवासयन्ताम् \n निवासयस्व निवासयेथाम् निवासयध्वम् \n निवासयै निवासयावहै निवासयामहै 
 निवास (आच्छादने, चुरादिगण, आत्मने, लङ्) \n अनिवासयत अनिवासयेताम् अनिवासयन्त \n अनिवासयथाः अनिवासयेथाम् अनिवासयध्वम् \n अनिवासये अनिवासयावहि अनिवासयामहि 
 निवास (आच्छादने, चुरादिगण, आत्मने, विधिलिङ्) \n निवासयेत निवासयेयाताम् निवासयेरन् \n निवासयेथाः निवासयेयाथाम् निवासयेध्वम् \n निवासयेय निवासयेवहि निवासयेमहि 
 निवास (आच्छादने, चुरादिगण, आत्मने, लिट्) \n निवासयाञ्चक्रे निवासयाञ्चक्राते निवासयाञ्चक्रिरे \n निवासयाञ्चकृषे निवासयाञ्चक्राथे निवासयाञ्चकृढ्वे \n निवासयाञ्चक्रे निवासयाञ्चकृवहे निवासयाञ्चकृमहे 
 निवास (आच्छादने, चुरादिगण, आत्मने, लुट्) \n निवासयिता निवासयितारौ निवासयितारः \n निवासयितासे निवासयितासाथे निवासयिताध्वे \n निवासयिताहे निवासयितास्वहे निवासयितास्महे 
 निवास (आच्छादने, चुरादिगण, आत्मने, ऌट्) \n निवासयिष्यते निवासयिष्येते निवासयिष्यन्ते \n निवासयिष्यसे निवासयिष्येथे निवासयिष्यध्वे \n निवासयिष्ये निवासयिष्यावहे निवासयिष्यामहे 
 निवास (आच्छादने, चुरादिगण, आत्मने, आशीर्लिङ्) \n निवासयिषीष्ट निवासयिषीयास्ताम् निवासयिषीरन् \n निवासयिषीष्ठाः निवासयिषीयास्थाम् निवासयिषीध्वम् \n निवासयिषीय निवासयिषीवहि निवासयिषीमहि 
 निवास (आच्छादने, चुरादिगण, आत्मने, लुङ्) \n अनिनिवासत अनिनिवासेताम् अनिनिवासन्त \n अनिनिवासथाः अनिनिवासेथाम् अनिनिवासध्वम् \n अनिनिवासे अनिनिवासावहि अनिनिवासामहि 
 निवास (आच्छादने, चुरादिगण, आत्मने, ॡङ्) \n अनिवासयिष्यत अनिवासयिष्येताम् अनिवासयिष्यन्त \n अनिवासयिष्यथाः अनिवासयिष्येथाम् अनिवासयिष्यध्वम् \n अनिवासयिष्ये अनिवासयिष्यावहि अनिवासयिष्यामहि 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, लट्) \n स्नेहयति स्नेहयतः स्नेहयन्ति \n स्नेहयसि स्नेहयथः स्नेहयथ \n स्नेहयामि स्नेहयावः स्नेहयामः 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, लोट्) \n स्नेहयतु स्नेहयताम् स्नेहयन्तु \n स्नेहय स्नेहयतम् स्नेहयत \n स्नेहयानि स्नेहयाव स्नेहयाम 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, लङ्) \n अस्नेहयत् अस्नेहयताम् अस्नेहयन् \n अस्नेहयः अस्नेहयतम् अस्नेहयत \n अस्नेहयम् अस्नेहयाव अस्नेहयाम 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, विधिलिङ्) \n स्नेहयेत् स्नेहयेताम् स्नेहयेयुः \n स्नेहयेः स्नेहयेतम् स्नेहयेत \n स्नेहयेयम् स्नेहयेव स्नेहयेम 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, लिट्) \n स्नेहयाञ्चकार स्नेहयाञ्चक्रतुः स्नेहयाञ्चक्रुः \n स्नेहयाञ्चकर्थ स्नेहयाञ्चक्रथुः स्नेहयाञ्चक्र \n स्नेहयाञ्चकार स्नेहयाञ्चकृव स्नेहयाञ्चकृम 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, लुट्) \n स्नेहयिता स्नेहयितारौ स्नेहयितारः \n स्नेहयितासि स्नेहयितास्थः स्नेहयितास्थ \n स्नेहयितास्मि स्नेहयितास्वः स्नेहयितास्मः 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, ऌट्) \n स्नेहयिष्यति स्नेहयिष्यतः स्नेहयिष्यन्ति \n स्नेहयिष्यसि स्नेहयिष्यथः स्नेहयिष्यथ \n स्नेहयिष्यामि स्नेहयिष्यावः स्नेहयिष्यामः 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, आशीर्लिङ्) \n स्नेह्यात् स्नेह्यास्ताम् स्नेह्यासुः \n स्नेह्याः स्नेह्यास्तम् स्नेह्यास्त \n स्नेह्यासम् स्नेह्यास्व स्नेह्यास्म 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, लुङ्) \n असिष्णिहत् असिष्णिहताम् असिष्णिहन् \n असिष्णिहः असिष्णिहतम् असिष्णिहत \n असिष्णिहम् असिष्णिहाव असिष्णिहाम 
 ष्णिह (स्नेहने, चुरादिगण, परस्मै, ॡङ्) \n अस्नेहयिष्यत् अस्नेहयिष्यताम् अस्नेहयिष्यन् \n अस्नेहयिष्यः अस्नेहयिष्यतम् अस्नेहयिष्यत \n अस्नेहयिष्यम् अस्नेहयिष्याव अस्नेहयिष्याम 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, लट्) \n स्नेहयते स्नेहयेते स्नेहयन्ते \n स्नेहयसे स्नेहयेथे स्नेहयध्वे \n स्नेहये स्नेहयावहे स्नेहयामहे 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, लोट्) \n स्नेहयताम् स्नेहयेताम् स्नेहयन्ताम् \n स्नेहयस्व स्नेहयेथाम् स्नेहयध्वम् \n स्नेहयै स्नेहयावहै स्नेहयामहै 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, लङ्) \n अस्नेहयत अस्नेहयेताम् अस्नेहयन्त \n अस्नेहयथाः अस्नेहयेथाम् अस्नेहयध्वम् \n अस्नेहये अस्नेहयावहि अस्नेहयामहि 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, विधिलिङ्) \n स्नेहयेत स्नेहयेयाताम् स्नेहयेरन् \n स्नेहयेथाः स्नेहयेयाथाम् स्नेहयेध्वम् \n स्नेहयेय स्नेहयेवहि स्नेहयेमहि 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, लिट्) \n स्नेहयाञ्चक्रे स्नेहयाञ्चक्राते स्नेहयाञ्चक्रिरे \n स्नेहयाञ्चकृषे स्नेहयाञ्चक्राथे स्नेहयाञ्चकृढ्वे \n स्नेहयाञ्चक्रे स्नेहयाञ्चकृवहे स्नेहयाञ्चकृमहे 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, लुट्) \n स्नेहयिता स्नेहयितारौ स्नेहयितारः \n स्नेहयितासे स्नेहयितासाथे स्नेहयिताध्वे \n स्नेहयिताहे स्नेहयितास्वहे स्नेहयितास्महे 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, ऌट्) \n स्नेहयिष्यते स्नेहयिष्येते स्नेहयिष्यन्ते \n स्नेहयिष्यसे स्नेहयिष्येथे स्नेहयिष्यध्वे \n स्नेहयिष्ये स्नेहयिष्यावहे स्नेहयिष्यामहे 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, आशीर्लिङ्) \n स्नेहयिषीष्ट स्नेहयिषीयास्ताम् स्नेहयिषीरन् \n स्नेहयिषीष्ठाः स्नेहयिषीयास्थाम् स्नेहयिषीध्वम् \n स्नेहयिषीय स्नेहयिषीवहि स्नेहयिषीमहि 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, लुङ्) \n असिष्णिहत असिष्णिहेताम् असिष्णिहन्त \n असिष्णिहथाः असिष्णिहेथाम् असिष्णिहध्वम् \n असिष्णिहे असिष्णिहावहि असिष्णिहामहि 
 ष्णिह (स्नेहने, चुरादिगण, आत्मने, ॡङ्) \n अस्नेहयिष्यत अस्नेहयिष्येताम् अस्नेहयिष्यन्त \n अस्नेहयिष्यथाः अस्नेहयिष्येथाम् अस्नेहयिष्यध्वम् \n अस्नेहयिष्ये अस्नेहयिष्यावहि अस्नेहयिष्यामहि 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, लट्) \n कुत्सयते कुत्सयेते कुत्सयन्ते \n कुत्सयसे कुत्सयेथे कुत्सयध्वे \n कुत्सये कुत्सयावहे कुत्सयामहे 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, लोट्) \n कुत्सयताम् कुत्सयेताम् कुत्सयन्ताम् \n कुत्सयस्व कुत्सयेथाम् कुत्सयध्वम् \n कुत्सयै कुत्सयावहै कुत्सयामहै 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, लङ्) \n अकुत्सयत अकुत्सयेताम् अकुत्सयन्त \n अकुत्सयथाः अकुत्सयेथाम् अकुत्सयध्वम् \n अकुत्सये अकुत्सयावहि अकुत्सयामहि 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, विधिलिङ्) \n कुत्सयेत कुत्सयेयाताम् कुत्सयेरन् \n कुत्सयेथाः कुत्सयेयाथाम् कुत्सयेध्वम् \n कुत्सयेय कुत्सयेवहि कुत्सयेमहि 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, लिट्) \n कुत्सयाञ्चक्रे कुत्सयाञ्चक्राते कुत्सयाञ्चक्रिरे \n कुत्सयाञ्चकृषे कुत्सयाञ्चक्राथे कुत्सयाञ्चकृढ्वे \n कुत्सयाञ्चक्रे कुत्सयाञ्चकृवहे कुत्सयाञ्चकृमहे 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, लुट्) \n कुत्सयिता कुत्सयितारौ कुत्सयितारः \n कुत्सयितासे कुत्सयितासाथे कुत्सयिताध्वे \n कुत्सयिताहे कुत्सयितास्वहे कुत्सयितास्महे 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, ऌट्) \n कुत्सयिष्यते कुत्सयिष्येते कुत्सयिष्यन्ते \n कुत्सयिष्यसे कुत्सयिष्येथे कुत्सयिष्यध्वे \n कुत्सयिष्ये कुत्सयिष्यावहे कुत्सयिष्यामहे 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, आशीर्लिङ्) \n कुत्सयिषीष्ट कुत्सयिषीयास्ताम् कुत्सयिषीरन् \n कुत्सयिषीष्ठाः कुत्सयिषीयास्थाम् कुत्सयिषीध्वम् \n कुत्सयिषीय कुत्सयिषीवहि कुत्सयिषीमहि 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, लुङ्) \n अचुकुत्सत अचुकुत्सेताम् अचुकुत्सन्त \n अचुकुत्सथाः अचुकुत्सेथाम् अचुकुत्सध्वम् \n अचुकुत्से अचुकुत्सावहि अचुकुत्सामहि 
 कुत्स (अवक्षेपणे, चुरादिगण, आत्मने, ॡङ्) \n अकुत्सयिष्यत अकुत्सयिष्येताम् अकुत्सयिष्यन्त \n अकुत्सयिष्यथाः अकुत्सयिष्येथाम् अकुत्सयिष्यध्वम् \n अकुत्सयिष्ये अकुत्सयिष्यावहि अकुत्सयिष्यामहि 
 चुद (संचोदने, चुरादिगण, परस्मै, लट्) \n चोदयति चोदयतः चोदयन्ति \n चोदयसि चोदयथः चोदयथ \n चोदयामि चोदयावः चोदयामः 
 चुद (संचोदने, चुरादिगण, परस्मै, लोट्) \n चोदयतु चोदयताम् चोदयन्तु \n चोदय चोदयतम् चोदयत \n चोदयानि चोदयाव चोदयाम 
 चुद (संचोदने, चुरादिगण, परस्मै, लङ्) \n अचोदयत् अचोदयताम् अचोदयन् \n अचोदयः अचोदयतम् अचोदयत \n अचोदयम् अचोदयाव अचोदयाम 
 चुद (संचोदने, चुरादिगण, परस्मै, विधिलिङ्) \n चोदयेत् चोदयेताम् चोदयेयुः \n चोदयेः चोदयेतम् चोदयेत \n चोदयेयम् चोदयेव चोदयेम 
 चुद (संचोदने, चुरादिगण, परस्मै, लिट्) \n चोदयाञ्चकार चोदयाञ्चक्रतुः चोदयाञ्चचक्रुः \n चोदयाञ्चकर्थ चोदयाञ्चक्रथुः चोदयाञ्चक्र \n चोदयाञ्चकार चोदयाञ्चकृव चोदयाञ्चकृम 
 चुद (संचोदने, चुरादिगण, परस्मै, लुट्) \n चोदयिता चोदयितारौ चोदयितारः \n चोदयितासि चोदयितास्थः चोदयितास्थ \n चोदयितास्मि चोदयितास्वः चोदयितास्मः 
 चुद (संचोदने, चुरादिगण, परस्मै, ऌट्) \n चोदयिष्यति चोदयिष्यतः चोदयिष्यन्ति \n चोदयिष्यसि चोदयिष्यथः चोदयिष्यथ \n चोदयिष्यामि चोदयिष्यावः चोदयिष्यामः 
 चुद (संचोदने, चुरादिगण, परस्मै, आशीर्लिङ्) \n चोद्यात् चोद्यास्ताम् चोद्यासुः \n चोद्याः चोद्यास्तम् चोद्यास्त \n चोद्यासम् चोद्यास्व चोद्यास्म 
 चुद (संचोदने, चुरादिगण, परस्मै, लुङ्) \n अचूचुदत् अचूचुदताम् अचूचुदन् \n अचूचुदः अचूचुदतम् अचूचुदत \n अचूचुदम् अचूचुदाव अचूचुदाम 
 चुद (संचोदने, चुरादिगण, परस्मै, ॡङ्) \n अचोदयिष्यत् अचोदयिष्यताम् अचोदयिष्यन् \n अचोदयिष्यः अचोदयिष्यतम् अचोदयिष्यत \n अचोदयिष्यम् अचोदयिष्याव अचोदयिष्याम 
 चुद (संचोदने, चुरादिगण, आत्मने, लट्) \n चोदयते चोदयेते चोदयन्ते \n चोदयसे चोदयेथे चोदयध्वे \n चोदये चोदयावहे चोदयामहे 
 चुद (संचोदने, चुरादिगण, आत्मने, लोट्) \n चोदयताम् चोदयेताम् चोदयन्ताम् \n चोदयस्व चोदयेथाम् चोदयध्वम् \n चोदयै चोदयावहै चोदयामहै 
 चुद (संचोदने, चुरादिगण, आत्मने, लङ्) \n अचोदयत अचोदयेताम् अचोदयन्त \n अचोदयथाः अचोदयेथाम् अचोदयध्वम् \n अचोदये अचोदयावहि अचोदयामहि 
 चुद (संचोदने, चुरादिगण, आत्मने, विधिलिङ्) \n चोदयेत चोदयेयाताम् चोदयेरन् \n चोदयेथाः चोदयेयाथाम् चोदयेध्वम् \n चोदयेय चोदयेवहि चोदयेमहि 
 चुद (संचोदने, चुरादिगण, आत्मने, लिट्) \n चोदयाञ्चक्रे चोदयाञ्चक्राते चोदयाञ्चक्रिरे \n चोदयाञ्चकृषे चोदयाञ्चक्राथे चोदयाञ्चकृढ्वे \n चोदयाञ्चक्रे चोदयाञ्चकृवहे चोदयाञ्चकृमहे 
 चुद (संचोदने, चुरादिगण, आत्मने, लुट्) \n चोदयिता चोदयितारौ चोदयितारः \n चोदयितासे चोदयितासाथे चोदयिताध्वे \n चोदयिताहे चोदयितास्वहे चोदयितास्महे 
 चुद (संचोदने, चुरादिगण, आत्मने, ऌट्) \n चोदयिष्यते चोदयिष्येते चोदयिष्यन्ते \n चोदयिष्यसे चोदयिष्येथे चोदयिष्यध्वे \n चोदयिष्ये चोदयिष्यावहे चोदयिष्यामहे 
 चुद (संचोदने, चुरादिगण, आत्मने, आशीर्लिङ्) \n चोदयिषीष्ट चोदयिषीयास्ताम् चोदयिषीरन् \n चोदयिषीष्ठाः चोदयिषीयास्थाम् चोदयिषीध्वम् \n चोदयिषीय चोदयिषीवहि चोदयिषीमहि 
 चुद (संचोदने, चुरादिगण, आत्मने, लुङ्) \n अचूचुदत अचूचुदेताम् अचूचुदन्त \n अचूचुदथाः अचूचुदेथाम् अचूचुदध्वम् \n अचूचुदे अचूचुदावहि अचूचुदामहि 
